99.86	4.91	55.40
99.11	4.91	54.95
98.61	4.92	54.77
98.35	4.92	54.82
98.30	4.92	55.05
98.41	4.92	55.42
98.68	4.93	55.90
99.05	4.93	56.45
99.52	4.94	57.02
100.04	4.94	57.57
100.55	4.94	57.97
101.01	4.95	58.09
101.45	4.95	58.16
101.89	4.96	58.22
102.31	4.96	58.32
102.64	4.96	58.54
102.78	4.97	59.02
102.95	4.97	59.57
103.22	4.97	60.17
103.65	4.98	60.80
104.46	4.98	61.50
105.90	4.98	62.28
107.41	4.99	62.98
108.86	4.99	63.53
110.14	5.00	63.87
110.68	5.00	63.53
110.78	5.00	62.83
110.65	5.01	62.00
110.32	5.01	61.11
109.85	5.01	60.26
109.21	5.02	59.89
108.54	5.02	59.62
107.92	5.02	59.44
107.41	5.02	59.34
107.30	5.01	59.33
107.64	5.01	59.40
108.10	5.00	59.46
108.57	4.98	59.48
109.00	4.97	59.42
108.97	4.96	58.99
108.81	4.95	58.45
108.53	4.94	57.86
108.15	4.92	57.26
107.67	4.91	56.70
107.00	4.90	56.25
106.33	4.88	55.89
105.71	4.87	55.63
105.20	4.86	55.48
105.02	4.86	55.60
105.25	4.86	55.99
105.59	4.86	56.45
105.98	4.87	56.93
106.37	4.88	57.36
106.47	4.88	57.37
106.48	4.88	57.26
106.43	4.89	57.11
106.34	4.89	56.96
106.23	4.89	56.86
105.92	4.89	57.04
105.66	4.90	57.30
105.51	4.90	57.63
105.54	4.90	58.01
105.99	4.91	58.50
107.09	4.91	59.15
108.30	4.91	59.72
109.51	4.92	60.16
110.61	4.92	60.37
111.04	4.93	59.78
111.15	4.93	58.85
111.08	4.93	57.79
110.86	4.94	56.68
110.52	4.94	55.69
110.05	4.94	55.14
109.58	4.94	54.74
109.17	4.94	54.50
108.89	4.94	54.43
109.09	4.94	54.68
109.66	4.93	55.17
110.32	4.93	55.71
110.97	4.93	56.20
111.52	4.92	56.55
111.55	4.92	56.25
111.41	4.91	55.79
111.13	4.91	55.22
110.71	4.90	54.59
110.14	4.90	53.96
109.25	4.90	53.37
108.34	4.89	52.88
107.51	4.89	52.53
106.83	4.89	52.39
106.50	4.89	52.61
106.95	4.90	53.64
107.60	4.91	54.80
108.39	4.92	55.98
109.24	4.94	57.06
110.00	4.95	57.65
110.62	4.96	57.67
111.15	4.97	57.50
111.58	4.98	57.18
111.87	4.99	56.78
111.92	5.01	56.38
111.84	5.02	55.97
111.64	5.03	55.57
111.32	5.04	55.24
110.74	5.06	55.07
110.14	5.07	54.99
109.60	5.08	54.98
109.19	5.09	55.06
109.42	5.11	55.34
109.91	5.12	55.69
110.48	5.13	56.02
111.01	5.14	56.27
111.30	5.15	56.26
111.08	5.16	55.79
110.73	5.17	55.24
110.30	5.18	54.70
109.83	5.19	54.24
109.38	5.19	54.20
108.98	5.19	54.40
108.70	5.19	54.74
108.58	5.19	55.18
108.83	5.19	55.71
109.57	5.18	56.33
110.43	5.17	56.93
111.33	5.17	57.48
112.18	5.16	57.93
112.59	5.16	57.95
112.83	5.15	57.82
112.91	5.14	57.59
112.85	5.14	57.29
112.61	5.13	56.98
112.09	5.12	56.74
111.48	5.12	56.52
110.84	5.11	56.32
110.21	5.11	56.16
109.82	5.10	56.09
109.64	5.10	56.11
109.49	5.10	56.15
109.35	5.10	56.18
109.18	5.10	56.17
108.76	5.09	55.96
108.28	5.09	55.71
107.75	5.09	55.45
107.17	5.09	55.20
106.57	5.09	54.97
105.81	5.09	54.86
105.09	5.09	54.80
104.43	5.08	54.80
103.90	5.08	54.87
103.62	5.08	55.07
103.80	5.07	55.51
104.09	5.07	55.94
104.44	5.06	56.32
104.78	5.05	56.58
104.86	5.05	56.31
104.81	5.04	55.82
104.70	5.03	55.26
104.56	5.03	54.71
104.37	5.02	54.29
104.09	5.01	54.22
103.85	5.01	54.28
103.71	5.01	54.50
103.73	5.01	54.86
104.19	5.01	55.55
104.94	5.02	56.41
105.78	5.03	57.28
106.65	5.04	58.07
107.40	5.05	58.54
107.95	5.05	58.55
108.40	5.06	58.41
108.74	5.07	58.16
108.98	5.08	57.85
109.01	5.09	57.59
108.93	5.10	57.37
108.80	5.10	57.18
108.63	5.11	57.05
108.44	5.12	57.06
108.26	5.13	57.21
108.14	5.14	57.46
108.13	5.15	57.78
108.25	5.15	58.17
108.88	5.16	58.74
109.65	5.17	59.34
110.46	5.18	59.89
111.23	5.19	60.35
111.76	5.19	60.55
111.98	5.20	60.44
112.07	5.21	60.18
112.01	5.22	59.81
111.83	5.23	59.35
111.32	5.24	58.70
110.76	5.25	58.04
110.22	5.25	57.43
109.79	5.25	56.94
109.78	5.23	56.85
110.19	5.18	57.16
110.69	5.13	57.55
111.20	5.07	57.95
111.61	5.00	58.25
111.55	4.92	58.05
111.38	4.83	57.74
111.13	4.73	57.37
110.84	4.64	56.95
110.59	4.55	56.57
110.39	4.46	56.25
110.21	4.37	55.98
110.04	4.28	55.78
109.88	4.19	55.68
109.75	4.10	55.83
109.64	4.01	56.06
109.57	3.92	56.35
109.52	3.83	56.68
109.55	3.74	57.01
109.62	3.65	57.32
109.72	3.56	57.60
109.84	3.47	57.83
109.95	3.38	57.95
110.03	3.29	57.83
110.11	3.20	57.68
110.19	3.11	57.54
110.27	3.02	57.46
110.39	2.92	57.66
110.52	2.82	57.98
110.64	2.73	58.36
110.76	2.65	58.77
110.85	2.58	59.13
110.89	2.53	59.41
110.95	2.50	59.70
111.03	2.50	59.99
111.17	2.54	60.30
111.48	2.64	60.73
111.83	2.78	61.16
112.21	2.94	61.59
112.58	3.10	61.98
112.88	3.25	62.20
113.13	3.39	62.34
113.37	3.53	62.48
113.60	3.67	62.64
113.83	3.82	62.95
114.06	3.97	63.45
114.31	4.13	63.99
114.60	4.28	64.55
114.98	4.44	65.07
115.56	4.60	65.49
116.14	4.75	65.86
116.65	4.90	66.19
117.03	5.04	66.48
116.92	5.17	66.69
116.60	5.29	66.85
116.19	5.40	67.00
115.75	5.49	67.15
115.42	5.54	67.34
115.30	5.56	67.60
115.25	5.56	67.88
115.24	5.55	68.15
115.29	5.53	68.42
115.53	5.53	68.68
115.76	5.52	68.90
115.94	5.52	69.08
115.99	5.51	69.21
115.70	5.51	69.22
115.01	5.51	69.09
114.23	5.50	68.94
113.42	5.50	68.79
112.66	5.50	68.67
112.22	5.49	68.66
111.89	5.49	68.73
111.66	5.49	68.86
111.51	5.48	69.08
111.52	5.48	69.51
111.63	5.48	70.06
111.76	5.47	70.63
111.89	5.47	71.17
111.94	5.47	71.62
111.70	5.46	71.72
111.44	5.46	71.76
111.22	5.45	71.79
111.08	5.45	71.85
111.32	5.45	72.18
111.79	5.44	72.66
112.31	5.44	73.14
112.79	5.44	73.58
113.11	5.43	73.86
113.11	5.43	73.89
112.98	5.43	73.80
112.75	5.42	73.59
112.41	5.42	73.27
111.82	5.42	72.73
111.18	5.41	72.11
110.59	5.41	71.50
110.11	5.41	70.96
110.05	5.40	70.70
110.46	5.40	70.79
110.99	5.40	70.94
111.56	5.39	71.09
112.09	5.39	71.17
112.20	5.39	70.85
112.17	5.38	70.39
112.05	5.38	69.83
111.85	5.37	69.21
111.56	5.37	68.50
111.12	5.37	67.68
110.76	5.36	66.93
110.53	5.36	66.30
110.51	5.36	65.86
111.29	5.35	66.19
112.25	5.35	66.66
113.30	5.35	67.15
114.35	5.34	67.56
115.10	5.34	67.39
115.62	5.34	66.85
115.99	5.33	66.18
116.20	5.33	65.44
116.18	5.33	64.75
115.86	5.32	64.21
115.48	5.32	63.73
115.08	5.32	63.32
114.76	5.31	63.02
114.87	5.31	62.96
115.03	5.31	62.96
115.20	5.30	62.99
115.33	5.30	63.00
115.23	5.30	62.79
115.00	5.29	62.50
114.68	5.29	62.20
114.27	5.29	61.89
113.76	5.28	61.65
113.13	5.28	61.54
112.45	5.28	61.44
111.75	5.27	61.35
111.04	5.27	61.25
110.37	5.28	61.02
109.75	5.28	60.75
109.20	5.28	60.50
108.72	5.29	60.30
108.44	5.30	60.25
108.39	5.30	60.41
108.41	5.30	60.62
108.44	5.31	60.85
108.43	5.31	61.08
108.17	5.32	61.17
107.73	5.32	61.16
107.24	5.32	61.11
106.74	5.33	61.03
106.27	5.33	60.94
105.88	5.33	60.80
105.58	5.33	60.67
105.37	5.34	60.58
105.26	5.34	60.55
105.37	5.34	60.68
105.74	5.34	61.02
106.20	5.34	61.41
106.69	5.35	61.81
107.19	5.35	62.20
107.54	5.35	62.44
107.81	5.35	62.59
108.00	5.35	62.68
108.11	5.36	62.72
108.11	5.36	62.69
107.78	5.36	62.46
107.44	5.36	62.25
107.16	5.36	62.09
107.00	5.36	62.06
107.37	5.36	62.50
108.09	5.36	63.23
108.90	5.36	64.01
109.73	5.36	64.74
110.46	5.37	65.26
110.86	5.37	65.18
111.10	5.37	64.94
111.20	5.37	64.57
111.13	5.37	64.14
110.71	5.37	63.69
110.02	5.37	63.27
109.28	5.38	62.91
108.58	5.38	62.63
108.05	5.39	62.53
108.11	5.39	62.87
108.29	5.40	63.31
108.54	5.40	63.77
108.80	5.41	64.20
108.88	5.41	64.37
108.81	5.42	64.31
108.65	5.42	64.15
108.38	5.42	63.91
108.01	5.43	63.61
107.33	5.43	63.19
106.56	5.43	62.74
105.79	5.43	62.33
105.08	5.43	62.00
104.61	5.43	61.87
104.62	5.43	62.13
104.74	5.43	62.49
104.93	5.42	62.91
105.12	5.42	63.34
105.16	5.41	63.65
104.91	5.41	63.72
104.62	5.41	63.75
104.30	5.40	63.76
104.00	5.40	63.77
103.76	5.39	63.84
103.62	5.39	63.99
103.54	5.38	64.16
103.52	5.38	64.36
103.56	5.38	64.59
103.75	5.37	64.86
104.02	5.37	65.15
104.33	5.36	65.45
104.66	5.36	65.74
104.98	5.35	66.00
105.21	5.35	66.22
105.43	5.35	66.40
105.65	5.34	66.54
105.87	5.34	66.63
106.12	5.33	66.59
106.38	5.33	66.48
106.65	5.33	66.35
106.94	5.32	66.22
107.26	5.32	66.17
107.62	5.31	66.25
107.98	5.31	66.35
108.33	5.30	66.43
108.65	5.30	66.47
108.93	5.30	66.34
109.17	5.30	66.13
109.32	5.30	65.89
109.38	5.30	65.63
109.23	5.31	65.35
108.75	5.32	65.04
108.27	5.34	64.80
107.85	5.36	64.66
107.58	5.37	64.67
108.01	5.39	65.18
108.68	5.40	65.87
109.47	5.42	66.62
110.27	5.43	67.37
110.95	5.45	67.97
111.30	5.46	68.24
111.55	5.48	68.41
111.70	5.49	68.49
111.77	5.51	68.48
111.64	5.52	68.33
111.40	5.54	68.11
111.17	5.55	67.92
111.01	5.57	67.80
111.04	5.58	67.86
111.68	5.60	68.44
112.40	5.61	69.12
113.10	5.63	69.85
113.70	5.64	70.57
113.82	5.66	71.06
